Name,Class,Rating,Total Rater,Facility,Price,Area
The Silk At Dago,3-star hotel,4.3,(965),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Spa', 'Restaurant', 'Room service']","IDR 396,000",Bandung
Ahadiat Hotel & Bungalow,3-star hotel,4.4,"(1,762)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle']","IDR 531,623",Bandung
The Dago Highland Resort and Spa,3-star hotel,4.2,"(1,878)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry']","IDR 453,008",Bandung
OYO 90278 Hotel Sepuluh Buah Batu Bandung,3-star hotel,4.3,(39),"['Free Wi-Fi', 'Air conditioning']","IDR 97,310",Bandung
Vio Hotel Pasteur,3-star hotel,4.2,"(2,600)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry']","IDR 269,500",Bandung
Bumi Bandhawa Hotel,3-star hotel,4.3,(754),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Pet-friendly', 'Restaurant', 'Room service']","IDR 431,200",Bandung
Alam Permai Hotel,3-star hotel,4,"(1,089)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']","IDR 179,885",Bandung
SevenGrams coffee & eatery,3-star hotel,4.4,(679),"['Free Wi-Fi', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']","IDR 263,004",Bandung
Hotel Gandasari,3-star hotel,4.2,(636),"['Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Accessible']","IDR 249,998",Bandung
The Regia Dago,3-star hotel,4.3,(378),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Full-service laundry', 'Child-friendly']","IDR 296,888",Bandung
House Sangkuriang Bandung,3-star hotel,4.5,"(1,699)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle']","IDR 467,500",Bandung
YOKOTEL CITY,3-star hotel,4.8,(239),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Room service']","IDR 282,220",Bandung
Namin Hotel - Bandung,3-star hotel,4.2,(974),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Spa', 'Restaurant', 'Room service', 'Airport shuttle']","IDR 583,446",Bandung
OYO 295 Grha Ciumbuleuit Guest House,3-star hotel,4.3,"(2,056)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Restaurant', 'Room service']","IDR 153,640",Bandung
