Name,Class,Rating,Total Rater,Facility,Price,Area
THE 1O1 Yogyakarta Tugu,4-star hotel,4.6,"(8,637)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Restaurant']","IDR 946,324",Jogjakarta
Swiss-Belboutique Yogyakarta,4-star hotel,4.8,"(7,628)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Bar']","IDR 686,139",Jogjakarta
Gallery Prawirotaman Hotel,4-star hotel,4.5,"(3,003)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Restaurant']","IDR 599,649",Jogjakarta
The Manohara Hotel Yogyakarta,4-star hotel,4.7,(987),"['Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Bar']","IDR 594,405",Jogjakarta
The Alana Hotel & Conference Center Malioboro,4-star hotel,4.5,"(9,661)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Restaurant']","IDR 625,165",Jogjakarta
Kimaya Sudirman Yogyakarta by Harris,4-star hotel,4.5,"(5,041)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Hot tub', 'Air conditioning', 'Fitness centre', 'Spa']","IDR 509,050",Jogjakarta
Grand Ambarrukmo Yogyakarta,4-star hotel,4.7,"(3,711)","['Breakfast', 'Free Wi-Fi', 'Parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Bar']","IDR 780,520",Jogjakarta
Ros-In Hotel Yogyakarta,4-star hotel,4.4,"(3,799)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Hot tub', 'Air conditioning', 'Fitness centre', 'Spa']","IDR 353,128",Jogjakarta
Prime Plaza Hotel Jogjakarta,4-star hotel,4.5,"(3,593)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Hot tub', 'Air conditioning', 'Fitness centre', 'Spa']","IDR 581,175",Jogjakarta
Grand Senyum Hotel Yogyakarta,4-star hotel,4.5,"(1,646)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Spa', 'Bar', 'Restaurant']","IDR 703,120",Jogjakarta
Hotel New Saphir Yogyakarta,4-star hotel,4.5,"(4,658)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Bar', 'Restaurant']","IDR 508,362",Jogjakarta
Harper Malioboro Yogyakarta,4-star hotel,4.6,"(7,266)","['Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Spa', 'Bar', 'Restaurant']","IDR 616,881",Jogjakarta
Gaia Cosmo Hotel,4-star hotel,4.6,"(4,722)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Restaurant', 'Room service']","IDR 636,000",Jogjakarta
Novotel Suites Yogyakarta Malioboro,4-star hotel,4.7,"(1,681)","['Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Bar']","IDR 1,205,027",Jogjakarta
Grand Rohan Jogja,4-star hotel,4.7,"(6,775)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Spa', 'Restaurant', 'Room service']","IDR 509,135",Jogjakarta
Hotel Santika Premiere Jogja,4-star hotel,4.6,"(5,769)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Bar']","IDR 1,009,260",Jogjakarta
Tara Hotel Yogyakarta,4-star hotel,4.4,"(3,786)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Bar']","IDR 423,635",Jogjakarta
Cavinton Hotel Yogyakarta by Tritama Hospitality,4-star hotel,4.4,"(5,240)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Hot tub', 'Air conditioning', 'Fitness centre', 'Spa']","IDR 498,500",Jogjakarta
Horison Ultima Riss Malioboro Yogyakarta,4-star hotel,4.5,"(3,748)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Restaurant']","IDR 943,076",Jogjakarta
Grand Zuri Malioboro Hotel,4-star hotel,4.6,"(7,945)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Bar']","IDR 832,868",Jogjakarta
Abadi Malioboro Jogja by Tritama Hospitality,4-star hotel,4.4,"(3,031)","['Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Bar', 'Restaurant', 'Room service']","IDR 451,407",Jogjakarta
éL Hotel Royale Yogyakarta Malioboro,4-star hotel,4.5,"(1,914)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Indoor pool', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle']","IDR 1,750,632",Jogjakarta
KJ Hotel Yogyakarta,4-star hotel,4.5,"(4,363)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Hot tub', 'Air conditioning', 'Fitness centre', 'Spa']","IDR 628,291",Jogjakarta
Royal Malioboro by ASTON,4-star hotel,4.8,(729),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Pool', 'Air conditioning', 'Spa', 'Restaurant', 'Room service']","IDR 3,950,100",Jogjakarta
Grand Inna Malioboro,4-star hotel,4.6,"(16,062)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Hot tub', 'Air conditioning', 'Fitness centre', 'Spa']","IDR 809,074",Jogjakarta
Royal Darmo Malioboro Hotel,4-star hotel,4.5,"(3,550)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Spa', 'Restaurant', 'Room service']",0,Jogjakarta
Hasian Malioboro Motel,4-star hotel,3.8,(415),"['Wi-Fi', 'Air conditioning', 'Full-service laundry']","IDR 268,736",Jogjakarta
Hotel Larashati,4-star hotel,4.4,(123),"['Free Wi-Fi', 'Air conditioning', 'Breakfast', 'Child-friendly']",0,Jogjakarta
Griya Kedasih Guest House,4-star hotel,4.8,(29),['Child-friendly'],0,Jogjakarta
Royal Ambarrukmo Yogyakarta,5-star hotel,4.7,"(14,926)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Bar']","IDR 1,517,374",Jogjakarta
The Phoenix Hotel Yogyakarta - MGallery Collection,5-star hotel,4.6,"(4,404)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Bar']","IDR 825,381",Jogjakarta
Grand Mercure Yogyakarta Adi Sucipto,5-star hotel,4.6,"(8,050)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Bar']","IDR 652,515",Jogjakarta
Hotel Tentrem Yogyakarta,5-star hotel,4.8,"(12,771)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Hot tub', 'Air conditioning', 'Fitness centre', 'Spa']","IDR 2,645,905",Jogjakarta
Jambuluwuk Malioboro Hotel,5-star hotel,4.4,"(5,619)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Hot tub', 'Air conditioning', 'Fitness centre', 'Spa']","IDR 754,915",Jogjakarta
ARTOTEL Suites Bianti - Yogyakarta,5-star hotel,4.8,(304),"['Breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Bar']","IDR 758,116",Jogjakarta
Royal Ambarrukmo Yogyakarta,5-star hotel,4.7,"(14,928)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Bar']","IDR 494,670",Jogjakarta
The Phoenix Hotel Yogyakarta - MGallery Collection,5-star hotel,4.6,"(4,405)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Spa', 'Bar']","IDR 819,432",Jogjakarta
Meliá Purosani Yogyakarta,5-star hotel,4.6,"(10,042)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Hot tub', 'Air conditioning', 'Fitness centre', 'Spa']","IDR 1,411,850",Jogjakarta
Yogyakarta backpacker 1,5-star hotel,4.3,(3),"['Free Wi-Fi', 'Kitchen in some rooms']","IDR 208,332",Jogjakarta
